present,numbers,dayoff,trip,trip2,요일,year,month,year_month,lunch_bob,lunch_soup,lunch_main,dinner_bob,dinner_soup,dinner_main,중식계,석식계,total
1890,2728,153,195,490,0,2018,6,201806,밥,배추된장국,버섯불고기,밥,무채국,닭볶음탕,1228.0,557.0,1785.0
2089,2728,156,234,249,1,2018,6,201806,밥,육개장,고등어김치말이,밥,고추장찌개,언양식불고기,905.0,441.0,1346.0
1897,2728,190,260,381,3,2018,6,201806,밥,근대국,순살파닭,산채비빔밥,유부장국,콘샐러드,936.0,464.0,1400.0
2155,2728,234,295,44,4,2018,6,201806,밥,부대찌개,오징어볶음,밥,어묵국,돈육굴소스볶음,639.0,442.0,1081.0
2077,2728,87,229,335,0,2018,6,201806,밥,미역국,훈제오리구이,밥,콩나물국,후르츠탕수육,1069.0,485.0,1554.0
1998,2728,68,247,415,1,2018,6,201806,밥,꽃게탕,삼치데리야끼,마파두부덮밥,맑은국,소고기퀘사디아,952.0,537.0,1489.0
2398,2728,73,257,0,2,2018,6,201806,열무비빔밥,팽이장국,미니채소떡갈비,밥,된장찌개,유린기,875.0,448.0,1323.0
2045,2728,72,282,329,3,2018,6,201806,밥,오이냉국,짬뽕불고기,김밥,잔치국수,떡볶이,791.0,550.0,1341.0
2195,2728,178,305,50,4,2018,6,201806,밥,닭개장,코다리강정,None,None,None,552.0,448.0,1000.0
1960,2728,104,240,424,0,2018,6,201806,밥,어묵국,닭갈비,밥,시래기국,삼겹살구이,1128.0,537.0,1665.0
2030,2728,71,243,384,1,2018,6,201806,밥,돈육김치찌개,류산슬,유부초밥,콩국수,순대야채볶음,1012.0,583.0,1595.0
2385,2728,66,277,0,2,2018,6,201806,카레덮밥,가쯔오장국,깐풍육,None,None,None,957.0,0.0,957.0
2125,2728,83,286,234,3,2018,6,201806,밥,들깨버섯국,매운돼지갈비찜,밥,옛날돈가스,단호박스프,803.0,449.0,1252.0
2207,2728,210,299,12,4,2018,6,201806,밥,육개장,동태무조림,밥,북어계란국,소고기불고기,507.0,371.0,878.0
2269,2704,96,209,130,0,2018,7,201807,밥,콩나물국,유자청제육볶음,밥,옹심이만두국,간장치킨,1258.0,609.0,1867.0
2181,2704,71,220,232,1,2018,7,201807,밥,아욱국,소고기장조림,후난식볶음밥,가쯔오장국,돈육강정,975.0,528.0,1503.0
2373,2704,94,237,0,2,2018,7,201807,맑은국,탕수어,오이무침,밥,들깨미역국,주꾸미볶음,791.0,488.0,1279.0
2107,2704,93,270,234,3,2018,7,201807,밥,근대국,닭볶음탕,멸치주먹밥,열무김치국수,부추만두,876.0,509.0,1385.0
2185,2704,194,289,36,4,2018,7,201807,밥,도토리묵냉국,동파삼겹수육,밥,배추된장국,가자미카레튀김,661.0,389.0,1050.0
2037,2704,139,228,300,0,2018,7,201807,밥,고추장찌개,돈육굴소스볶음,밥,닭개장,갈치구이,1097.0,519.0,1616.0
2065,2704,96,251,292,1,2018,7,201807,밥,쇠고기매운국,훈제오리구이,볶음밥/짜장소스,맑은국,사천식탕수육,838.0,524.0,1362.0
2353,2704,95,255,1,2,2018,7,201807,나물비빔밥,미소장국,오징어튀김,밥,무채국,콩나물불고기,894.0,435.0,1329.0
2088,2704,102,270,244,3,2018,7,201807,밥,호박잎된장찌개,깐풍기,빠에야,냉모밀국수,감자치즈구이,764.0,487.0,1251.0
2173,2704,200,302,29,4,2018,7,201807,밥,어묵국,등갈비김치찜,밥,시금치국,해물누룽지탕,585.0,394.0,979.0
2037,2704,150,199,318,0,2018,7,201807,밥,된장찌개,소불고기,밥,돈육김치찌개,꽁치오븐구이,1061.0,529.0,1590.0
2030,2704,111,256,307,1,2018,7,201807,삼계탕,찹쌀밥,생야채,해물굴소스볶음밥,가쯔오국,로제파스타,1116.0,451.0,1567.0
2342,2704,108,254,0,2,2018,7,201807,콩나물밥,유부장국,메추리알조림,밥,소고기미역국,오징어볶음,839.0,407.0,1246.0
2041,2704,113,285,265,3,2018,7,201807,밥,해물순두부찌개,안동찜닭,김밥,김치말이국수,떡볶이,748.0,554.0,1302.0
2091,2704,273,291,49,4,2018,7,201807,밥,우무콩국,유자청제육볶음,밥,꽃게탕,돈육간장강정,489.0,394.0,883.0
1916,2704,224,223,341,0,2018,7,201807,밥,어묵국,돈육굴소스볶음,밥,매운소고기국,유산슬,991.0,515.0,1506.0
1879,2704,201,232,392,1,2018,7,201807,밥,우거지해장국,삼치양념구이,김치볶음밥,유부장국,탄두리치킨,886.0,526.0,1412.0
2221,2704,226,256,1,2,2018,7,201807,밥,쇠고기샤브국,유린기,None,None,None,760.0,0.0,760.0
1868,2704,272,265,299,3,2018,7,201807,밥,오이지냉국,매운돼지갈비찜,멸치주먹밥,우동,표고버섯탕수육,714.0,484.0,1198.0
1971,2704,403,271,59,4,2018,7,201807,밥,닭곰탕,주꾸미떡볶음,밥,차돌박이찌개,쇠고기장조림,589.0,388.0,977.0
1623,2704,487,193,401,0,2018,7,201807,밥,근대국,닭갈비,밥,호박젓국찌개,장어강정,944.0,436.0,1380.0
1756,2704,433,228,287,1,2018,7,201807,밥,콩나물국,짬뽕불고기,김밥볶음밥,꼬치어묵탕,케이준샐러드,789.0,494.0,1283.0
2298,2996,489,209,0,2,2018,8,201808,카레덮밥,가쯔오장국,떡갈비조림,밥,쇠고기무국,꽁치김치말이,820.0,395.0,1215.0
2010,2996,548,229,209,3,2018,8,201808,밥,돈육김치찌개,갈치양념조림,야채주먹밥,잔치국수,훈제오리냉채,631.0,425.0,1056.0
2055,2996,665,242,34,4,2018,8,201808,밥,연두부탕,닭오븐구이,밥,콩가루배추국,언양식불고기,540.0,367.0,907.0
2001,2996,504,158,333,0,2018,8,201808,밥,콩나물김치국,소불고기,밥,어묵국,닭볶음탕,1092.0,522.0,1614.0
1955,2996,469,206,366,1,2018,8,201808,밥,얼갈이된장국,오징어볶음,목살필라프,미니우동,오이무침,773.0,534.0,1307.0
2291,2996,470,235,0,2,2018,8,201808,열무보리비빔밥,맑은국,깐풍육,밥,육개장,계란말이,896.0,421.0,1317.0
2007,2996,491,227,271,3,2018,8,201808,밥,미역오이냉국,돈육장조림,밥,옛날돈까스,미소장국,821.0,509.0,1330.0
2150,2996,562,254,30,4,2018,8,201808,밥,된장찌개,굴비구이,밥,시래기국,돈삼겹보쌈,548.0,467.0,1015.0
1940,2996,575,184,297,0,2018,8,201808,밥,들깨버섯국,제육볶음,밥,콩나물국,닭데리야끼구이,930.0,465.0,1395.0
2075,2996,551,217,153,1,2018,8,201808,밥,차돌박이된장찌개,해물누룽지탕,맑은국,후르츠탕수육,오이초무침,772.0,393.0,1165.0
2059,2996,481,228,228,3,2018,8,201808,밥,닭개장,동태포전,충무김밥,콩국수,오징어초무침,789.0,488.0,1277.0
2191,2996,530,245,30,4,2018,8,201808,밥,알탕,쇠고기단호박조림,밥,부대찌개,등갈비바베큐조림,646.0,482.0,1128.0
2111,2996,204,206,475,0,2018,8,201808,밥,시금치된장국,훈제오리구이,밥,호박새우젓국,매운닭찜,1199.0,563.0,1762.0
2236,2996,168,237,355,1,2018,8,201808,밥,미역국,소고기불고기,투움바스파게티,가쯔오국,함박스테이크,972.0,629.0,1601.0
2611,2996,147,238,0,2,2018,8,201808,비빔밥,미소장국,해물까스,밥,시래기국,양념갈비찜,1000.0,536.0,1536.0
2312,2996,132,263,289,3,2018,8,201808,밥,된장찌개,꽁치레몬구이,멸치주먹밥,나가사끼짬뽕,새우또띠아,835.0,577.0,1412.0
2447,2996,219,284,46,4,2018,8,201808,밥,우무묵냉국,마늘치킨,밥,어묵국,오징어볶음,678.0,529.0,1207.0
2140,2996,138,226,492,0,2018,8,201808,밥,배추된장국,돈육간장불고기,밥,차돌박이찌개,코다리조림,1221.0,560.0,1781.0
2273,2996,104,243,376,1,2018,8,201808,밥,쇠고기샤브국,탕수어,맑은국,깐풍기,감자치즈구이,873.0,593.0,1466.0
2635,2996,103,258,0,2,2018,8,201808,콩나물밥,팽이장국,치킨핑거,None,None,None,915.0,0.0,915.0
2322,2996,106,264,304,3,2018,8,201808,밥,근대국,모듬장조림,오므라이스,미역장국,멕시칸샐러드,849.0,556.0,1405.0
2421,2996,216,289,70,4,2018,8,201808,밥,조랭이떡국,소고기낙지볶음,밥,황태국,유자청제육볶음,817.0,424.0,1241.0
2015,2763,122,233,393,0,2018,9,201809,밥,콩나물국,버섯불고기,밥,돈육김치찌개,유산슬,1213.0,577.0,1790.0
2006,2763,91,262,404,1,2018,9,201809,밥,들깨시래기국,동파삼겹수육,닭갈비볶음밥,가쯔오장국,크림카레우동,938.0,604.0,1542.0
2401,2763,93,269,0,2,2018,9,201809,김치제육덮밥,맑은국,샐러드파스타,밥,육개장,고등어구이,829.0,425.0,1254.0
2094,2763,106,283,280,3,2018,9,201809,밥,꽃게탕,간장찜닭,잔치국수,돈육강정,키위드레싱샐러드,830.0,538.0,1368.0
2240,2763,164,303,56,4,2018,9,201809,밥,미역국,매운주꾸미볶음,밥,콩비지찌개,두부양념조림,581.0,467.0,1048.0
2078,2763,99,243,343,0,2018,9,201809,밥,연두부국,돈육고추장불고기,밥,청국장찌개,가자미튀김,1144.0,535.0,1679.0
2054,2763,67,272,370,1,2018,9,201809,밥,쇠고기미역국,닭매운찜,김밥,김치말이국수,떡볶이,960.0,570.0,1530.0
2390,2763,73,300,0,2,2018,9,201809,소불고기덮밥,가쯔오장국,오징어튀김,밥,매운쇠고기국,유린기,805.0,435.0,1240.0
2093,2763,67,306,297,3,2018,9,201809,밥,시래기국,등갈비김치찜,밥,크림스프,푸실리샐러드,882.0,571.0,1453.0
2144,2763,174,313,132,4,2018,9,201809,밥,고추장찌개,언양식불고기,밥,도토리묵냉국,해물누룽지탕,405.0,375.0,780.0
1955,2763,91,252,465,0,2018,9,201809,밥,어묵국,돈육굴소스볶음,밥,들깨버섯국,오징어볶음,1189.0,522.0,1711.0
1961,2763,67,289,446,1,2018,9,201809,밥,닭개장,류산슬,유부초밥,우동,순대야채볶음,946.0,597.0,1543.0
2398,2763,77,288,0,2,2018,9,201809,카레덮밥,유부장국,감자프리타타,None,None,None,833.0,0.0,833.0
2008,2763,93,277,385,3,2018,9,201809,밥,꽃게탕,소고기장조림,김치볶음밥/계란,유부주머니국,단호박범벅,817.0,468.0,1285.0
2211,2763,260,241,51,4,2018,9,201809,밥,아욱된장국,돼지갈비찜/잡채,밥,시금치된장국,미니채소떡갈비,929.0,247.0,1176.0
1932,2805,424,233,216,0,2018,10,201810,밥,어묵탕,돈육고추장불고기,밥,참치김치찌개,안동찜닭,895.0,442.0,1337.0
1449,2805,80,232,1044,2,2018,10,201810,맑은국,돈육강정,사과고구마그라탱,밥,쇠고기샤브국,가자미양념찜,1319.0,751.0,2070.0
2068,2805,67,240,430,3,2018,10,201810,밥,들깨버섯국,오징어볶음,김치주먹밥,우동,타코야끼,1211.0,743.0,1954.0
2297,2805,192,288,28,4,2018,10,201810,밥,설렁탕,김치전,밥,호박젓국찌개,장어강정,622.0,467.0,1089.0
2193,2805,101,243,268,0,2018,10,201810,밥,열무된장국,버섯불고기,밥,동태찌개,쇠고기장조림,1235.0,533.0,1768.0
2154,2805,63,273,315,1,2018,10,201810,밥,매운소고기무국,조기구이,해물굴소스볶음밥,가쯔오장국,닭오븐구이,928.0,570.0,1498.0
2443,2805,68,294,0,2,2018,10,201810,콩나물밥,유부장국,땅콩조림,밥,차돌박이된장찌개,꽁치구이,761.0,422.0,1183.0
2257,2805,74,299,175,3,2018,10,201810,밥,감자국,김치제육볶음,유부초밥,짬뽕,탕수육,857.0,532.0,1389.0
2255,2805,207,303,40,4,2018,10,201810,밥,오징어국,닭갈비,밥,닭곰탕,류산슬,627.0,430.0,1057.0
2138,2805,141,236,290,0,2018,10,201810,밥,고추장찌개,돈육간장불고기,밥,옹심이만두국,코다리조림,1176.0,498.0,1674.0
2212,2805,73,277,243,1,2018,10,201810,밥,콩비지찌개,닭볶음탕,맑은국,탕수어,감자범벅,902.0,446.0,1348.0
2423,2805,82,299,1,2,2018,10,201810,밥,콩나물국,등갈비김치찜,밥,대구찌개,언양식불고기,777.0,464.0,1241.0
2222,2805,110,315,158,3,2018,10,201810,밥,얼갈이국,쇠고기낙지볶음,야채주먹밥,김치우동,깐풍기,722.0,469.0,1191.0
2209,2805,263,308,25,4,2018,10,201810,밥,근대국,오징어볶음,밥,육개장,가자미카레튀김,528.0,370.0,898.0
2084,2805,155,250,316,0,2018,10,201810,밥,황태국,소불고기,밥,해물된장찌개,짬뽕불고기,1156.0,596.0,1752.0
2210,2805,89,300,206,1,2018,10,201810,밥,어묵국,동파삼겹수육,밥,부대찌개,갈치구이,932.0,449.0,1381.0
2388,2805,111,306,0,2,2018,10,201810,밥,콩나물국,수제돈가스,None,None,None,930.0,0.0,930.0
2255,2815,89,299,172,3,2018,11,201811,밥,시래기국,마늘간장치킨,목살필라프,가쯔오장국,로제스파게티,703.0,483.0,1186.0
2262,2815,211,299,43,4,2018,11,201811,밥,배추된장국,훈제오리구이,밥,순두부찌개,해물누룽지탕,539.0,434.0,973.0
2072,2815,104,248,391,0,2018,11,201811,밥,쇠고기샤브국,오징어볶음,밥,감자국,돈육간장불고기,1088.0,542.0,1630.0
2084,2815,69,269,393,1,2018,11,201811,밥,매운콩나물국,닭데리야끼구이,참치회덮밥,미소장국,쇠고기퀘사디아,813.0,540.0,1353.0
2448,2815,68,299,0,2,2018,11,201811,맑은국,사천식탕수육,탕평채,밥,된장찌개,해물청경채볶음,860.0,379.0,1239.0
2153,2815,72,285,305,3,2018,11,201811,밥,미역국,닭갈비,밥,뼈감자탕,풍기샐러드,926.0,443.0,1369.0
2290,2815,185,302,38,4,2018,11,201811,밥,육개장,고등어구이,밥,콩비지찌개,쇠고기장조림,496.0,454.0,950.0
2063,2815,123,228,401,0,2018,11,201811,밥,순두부찌개,소고기불고기,밥,차돌박이찌개,유린기,1154.0,574.0,1728.0
2116,2815,91,280,328,1,2018,11,201811,밥,청국장찌개,돈육강정,통새우김밥,미니짬뽕,고구마그라탕,783.0,468.0,1251.0
2463,2815,89,263,0,2,2018,11,201811,팽이장국,꽃맛살샐러드,얼갈이겉절이,밥,시금치된장국,매운돼지갈비찜,800.0,391.0,1191.0
2095,2815,147,282,291,3,2018,11,201811,밥,아욱국,유자청제육볶음,유부장국,닭오븐구이,멕시칸샐러드,747.0,540.0,1287.0
2210,2815,251,295,59,4,2018,11,201811,밥,알탕,언양식불고기,밥,콩가루배추국,미트볼케찹조림,616.0,435.0,1051.0
2051,2815,118,230,416,0,2018,11,201811,밥,꽃게탕,돈육굴소스볶음,밥,닭개장,코다리양념조림,1124.0,442.0,1566.0
2123,2815,70,278,344,1,2018,11,201811,밥,들깨시래기국,주꾸미볶음,김치볶음밥/계란,가쯔오장국,탄두리치킨,740.0,485.0,1225.0
2444,2815,81,290,0,2,2018,11,201811,카레덮밥,맑은국,파스타샐러드,밥,열무된장국,삼겹살구이,832.0,411.0,1243.0
2123,2815,80,287,325,3,2018,11,201811,밥,콩나물국,닭볶음탕,멸치주먹밥,해물수제비,양장피잡채,718.0,436.0,1154.0
2231,2815,222,305,57,4,2018,11,201811,밥,근대국,버섯불고기,밥,고추장찌개,돈육장조림,527.0,363.0,890.0
2046,2815,107,215,447,0,2018,11,201811,밥,얼갈이국,닭갈비,밥,부대찌개,굴비구이,1077.0,476.0,1553.0
2073,2815,60,264,418,1,2018,11,201811,밥,배추된장국,짬뽕불고기,참치주먹밥,잔치국수,돈육강정,839.0,529.0,1368.0
2447,2815,69,298,1,2,2018,11,201811,나물비빔밥,가쯔오장국,오징어튀김,None,None,None,862.0,0.0,862.0
2082,2815,86,293,354,3,2018,11,201811,밥,두부김치국,레몬탕수육,밥,연두부탕,미니함박조림,794.0,454.0,1248.0
2245,2815,196,314,60,4,2018,11,201811,밥,매운버섯국,해물누룽지탕,밥,어묵국,깐풍기,543.0,362.0,905.0
1781,2846,80,187,798,0,2018,12,201812,밥,미역국,쇠고기낙지볶음,밥,된장찌개,돈육간장불고기,1248.0,544.0,1792.0
1734,2846,64,246,802,1,2018,12,201812,밥,차돌박이찌개,유린기,토마토스파게티,옥수수스프,굴소스볶음밥,911.0,617.0,1528.0
2505,2846,87,254,0,2,2018,12,201812,단호박영양밥,유부장국,언양식불고기,밥,육개장,삼치구이,885.0,414.0,1299.0
1901,2846,90,266,589,3,2018,12,201812,밥,콩나물국,오리불고기,빠에야,쌀국수,웨지감자,765.0,515.0,1280.0
2281,2846,182,300,83,4,2018,12,201812,밥,떡만두국,쇠고기모듬장조림,밥,쇠고기샤브국,오징어볶음,674.0,353.0,1027.0
1681,2846,98,204,863,0,2018,12,201812,밥,아욱국,제육볶음,밥,순두부찌개,미트볼케찹조림,1201.0,597.0,1798.0
1811,2846,69,250,716,1,2018,12,201812,밥,시금치국,등갈비김치찜,생선초밥,우동,떡볶이,883.0,569.0,1452.0
2509,2846,75,262,0,2,2018,12,201812,가쯔오국,가자미튀김,실곤약초무침,밥,오징어국,양념치킨,788.0,354.0,1142.0
1876,2846,65,253,652,3,2018,12,201812,밥,매운어묵국,동파삼겹수육,짜장밥,계란국,사천식탕수육,765.0,475.0,1240.0
2296,2846,160,277,113,4,2018,12,201812,밥,동태찌개,치즈함박스테이크,밥,김치찌개,안동찜닭,664.0,411.0,1075.0
1953,2846,90,201,602,0,2018,12,201812,밥,콩나물국,짬뽕불고기,밥,된장찌개,주꾸미볶음,1170.0,421.0,1591.0
1991,2846,87,243,525,1,2018,12,201812,밥,연두부탕,닭볶음탕,충무김밥,김치말이국수,오징어초무침,813.0,432.0,1245.0
2504,2846,86,256,0,2,2018,12,201812,팽이장국,탕수어,쫄면무침,밥,콩비지찌개,고등어구이,710.0,390.0,1100.0
2263,2846,106,242,235,3,2018,12,201812,밥,근대국,돼지갈비찜,밥,옛날돈까스,크림스프,784.0,373.0,1157.0
2247,2846,175,261,163,4,2018,12,201812,밥,닭개장,갈치양념조림,밥,쇠고기미역국,마파두부,456.0,456.0,912.0
1767,2846,894,159,26,0,2018,12,201812,밥,열무된장국,훈제오리구이,밥,민물새우찌개,닭갈비,296.0,104.0,400.0
2421,2846,184,241,0,2,2018,12,201812,밥,아욱국,돈육굴소스볶음,None,None,None,695.0,0.0,695.0
2279,2846,182,253,132,3,2018,12,201812,밥,순두부찌개,오징어볶음,김밥볶음밥,짬뽕,깐풍기,517.0,251.0,768.0
2249,2846,315,264,18,4,2018,12,201812,밥,고추장찌개,버섯불고기,밥,육개장,코다리조림,491.0,406.0,897.0
1601,2846,1085,132,28,0,2018,12,201812,밥,콩나물국,돈육고추장불고기,밥,들깨시래기국,훈제오리볶음,332.0,135.0,467.0
2748,2985,108,129,0,2,2019,1,201901,밥,떡국,소갈비찜,밥,부대찌개,마늘간장치킨,1201.0,407.0,1608.0
2214,2985,120,207,444,3,2019,1,201901,밥,차돌박이찌개,안동찜닭,새우볶음밥,우동,깐풍육,858.0,494.0,1352.0
2468,2985,218,234,65,4,2019,1,201901,밥,두부김치국,언양식불고기,밥,북어계란국,미트볼떡조림,668.0,482.0,1150.0
2222,2985,113,211,439,0,2019,1,201901,밥,시래기국,쇠고기숙주볶음,밥,미역국,매운돼지갈비찜,1072.0,407.0,1479.0
2220,2985,98,223,444,1,2019,1,201901,밥,콩나물국,치즈함박스테이크,멸치주먹밥,잔치국수,유린기,839.0,417.0,1256.0
2675,2985,85,225,0,2,2019,1,201901,비빔밥,맑은국,하와이안샐러드,밥,닭곰탕,오징어볶음,778.0,335.0,1113.0
2285,2985,94,243,363,3,2019,1,201901,밥,육개장,탕수육,닭갈비볶음밥,가쯔오국,크림카레우동,767.0,475.0,1242.0
2556,2985,177,251,1,4,2019,1,201901,밥,꽃게탕,메밀전,밥,해물순두부찌개,닭데리야끼구이,627.0,430.0,1057.0
2213,2985,99,186,487,0,2019,1,201901,밥,알탕,돈육굴소스볶음,밥,김치찌개,굴비구이,1163.0,573.0,1736.0
2274,2985,71,223,417,1,2019,1,201901,밥,어묵국,등갈비김치말이,목살필라프,팽이가쯔오장국,로제파스타,963.0,569.0,1532.0
2677,2985,80,228,0,2,2019,1,201901,짜장덮밥,맑은국,유산슬,밥,된장찌개,돈육장조림,1021.0,356.0,1377.0
2341,2985,71,247,326,3,2019,1,201901,밥,봄동된장국,쇠고기낙지볶음,오므라이스,미역장국,멕시칸샐러드,837.0,515.0,1352.0
2512,2985,196,276,1,4,2019,1,201901,밥,콩나물김치국,순살파닭,밥,닭개장,해물청경채볶음,585.0,386.0,971.0
2204,2985,114,199,468,0,2019,1,201901,밥,고추장찌개,버섯불고기,밥,차돌박이찌개,주꾸미볶음,1270.0,579.0,1849.0
2246,2985,73,230,436,1,2019,1,201901,밥,배추된장국,닭볶음탕,참치회덮밥,미소장국,또띠아피자,889.0,564.0,1453.0
2675,2985,86,224,0,2,2019,1,201901,콩나물밥,맑은국,파스타샐러드,밥,아욱국,돈육강정,958.0,392.0,1350.0
2252,2985,91,241,401,3,2019,1,201901,밥,얼갈이국,누룽지탕수육,김치주먹밥,쌀국수,국물떡볶이,827.0,520.0,1347.0
2531,2985,186,267,1,4,2019,1,201901,밥,수제비국,짬뽕불고기,밥,콩비지찌개,닭갈비,667.0,431.0,1098.0
2262,2985,94,203,426,0,2019,1,201901,밥,된장찌개,김치제육볶음,밥,배추된장국,양념갈비찜,1140.0,511.0,1651.0
2320,2985,61,219,385,1,2019,1,201901,밥,새알만두국,양파치킨,김밥,나가사끼짬뽕,순대야채볶음,968.0,278.0,1246.0
2692,2985,66,226,1,2,2019,1,201901,카레덮밥,유부장국,쫄면무침,None,None,None,679.0,0.0,679.0
2346,2985,96,218,325,3,2019,1,201901,밥,청국장찌개,갈치구이,밥,옛날왕돈까스,옥수수스프,765.0,524.0,1289.0
2341,2806,283,180,2,4,2019,2,201902,밥,시금치국,동파삼겹수육,밥,참치김치찌개,소고기모듬장조림,804.0,171.0,975.0
1866,2806,392,101,447,3,2019,2,201902,밥,열무된장국,훈제오리구이,밥,연두부탕,양념치킨,1144.0,553.0,1697.0
2240,2806,373,190,3,4,2019,2,201902,밥,황태국,제육볶음,밥,쇠고기국,해물누룽지탕,970.0,532.0,1502.0
1822,2806,67,159,758,0,2019,2,201902,밥,어묵국,소불고기,밥,된장찌개,닭볶음탕,1459.0,772.0,2231.0
1867,2806,51,240,648,1,2019,2,201902,밥,순두부찌개,돈육장조림,가쯔오장국,사천식탕수육,콘샐러드,1102.0,649.0,1751.0
2514,2806,61,231,0,2,2019,2,201902,낙지비빔밥,맑은국,메추리알조림,밥,근대국,돈육간장볶음,1044.0,497.0,1541.0
1889,2806,73,239,605,3,2019,2,201902,밥,꽃게탕,미니채소떡갈비,참치주먹밥,우동,케이준샐러드,963.0,578.0,1541.0
2368,2806,159,278,1,4,2019,2,201902,밥,봄동된장국,오징어볶음,밥,육개장,탕수어,682.0,450.0,1132.0
1779,2806,104,195,728,0,2019,2,201902,밥,콩비지찌개,치즈함박스테이크,밥,얼갈이국,돈육굴소스볶음,1314.0,678.0,1992.0
1853,2806,62,228,663,1,2019,2,201902,밥,차돌박이찌개,굴비구이,김치볶음밥/계란,가쯔오장국,탄두리치킨,1052.0,653.0,1705.0
2500,2806,65,241,0,2,2019,2,201902,맑은국,치킨핑거,김치찐만두,밥,매운버섯국,가자미튀김,1005.0,472.0,1477.0
1916,2806,81,269,540,3,2019,2,201902,밥,아욱국,돼지갈비찜,목살필라프,미니잔치국수,콥샐러드,955.0,620.0,1575.0
2326,2806,178,301,1,4,2019,2,201902,밥,돈육김치찌개,언양식불고기,밥,오징어국,닭갈비,631.0,478.0,1109.0
1718,2806,122,214,752,0,2019,2,201902,밥,고추장찌개,버섯불고기,밥,콩나물국,류산슬,1299.0,645.0,1944.0
1814,2806,109,239,644,1,2019,2,201902,밥,쇠고기미역국,미트볼칠리조림,유부초밥,짬뽕,깐풍기,924.0,566.0,1490.0
2432,2806,100,274,0,2,2019,2,201902,비빔밥,유부장국,오징어튀김,None,None,None,944.0,0.0,944.0
2165,2806,254,271,116,3,2019,2,201902,밥,콩가루배추된장국,돈삼겹보쌈,밥,소고기무국,주꾸미볶음,772.0,464.0,1236.0
1743,2836,213,172,708,0,2019,3,201903,밥,해물된장찌개,돈육간장불고기,밥,김치순두부찌개,소고기장조림,1274.0,658.0,1932.0
1803,2836,67,230,736,1,2019,3,201903,밥,육개장,삼치구이,김밥,미니우동,떡볶이,940.0,646.0,1586.0
2542,2836,56,238,0,2,2019,3,201903,콩나물밥,미역장국,코다리강정,밥,쇠고기샤브국,오징어볶음,1061.0,443.0,1504.0
1937,2836,45,265,589,3,2019,3,201903,밥,북어해장국,소고기낙지볶음,볶음밥,단호박스프,로제스파게티,845.0,637.0,1482.0
2402,2836,130,300,4,4,2019,3,201903,밥,차돌박이찌개,해물누룽지탕,밥,시금치국,수원왕갈비통닭,663.0,542.0,1205.0
1860,2836,81,205,690,0,2019,3,201903,밥,어묵국,쇠고기숙주볶음,밥,된장찌개,유자청제육볶음,1277.0,707.0,1984.0
1891,2836,59,244,642,1,2019,3,201903,밥,쑥국,안동찜닭,오므라이스,미소장국,멕시칸샐러드,956.0,653.0,1609.0
2531,2836,61,244,0,2,2019,3,201903,카레덮밥,가쯔오장국,고구마치즈구이,밥,수제비국,순살파닭,953.0,442.0,1395.0
2071,2836,62,286,417,3,2019,3,201903,밥,우거지해장국,갈치구이,밥,양송이스프,딸기드레싱샐러드,791.0,530.0,1321.0
2354,2836,174,304,4,4,2019,3,201903,밥,열무된장국,등갈비김치찜,밥,달래된장국,레몬탕수육,630.0,466.0,1096.0
1905,2836,107,217,607,0,2019,3,201903,밥,콩나물국,버섯불고기,밥,배추된장국,닭갈비,1261.0,619.0,1880.0
1963,2836,72,248,553,1,2019,3,201903,밥,아욱국,동파육,김치우동,해물까스/케찹,시금치흑임자샐러드,990.0,627.0,1617.0
2498,2836,77,261,0,2,2019,3,201903,김치제육덮밥,맑은국,야채튀김,밥,닭개장,고등어구이,970.0,412.0,1382.0
2038,2836,81,260,457,3,2019,3,201903,밥,미역국,한방소갈비찜,빠에야,쌀국수,수제고로케,1214.0,470.0,1684.0
2370,2836,168,295,3,4,2019,3,201903,밥,해물된장찌개,돈육굴소스볶음,밥,참치김치찌개,언양식불고기,567.0,466.0,1033.0
1908,2836,111,232,585,0,2019,3,201903,밥,꽃게탕,소고기장조림,밥,시래기국,삼겹살구이,1150.0,555.0,1705.0
1976,2836,83,252,525,1,2019,3,201903,밥,무채국,제육볶음,잡채밥/짜장소스,맑은국,간장치킨,919.0,541.0,1460.0
2485,2836,92,259,0,2,2019,3,201903,단호박영양밥,가쯔오장국,돈육칠리강정,None,None,None,856.0,0.0,856.0
1948,2836,84,282,522,3,2019,3,201903,밥,어묵탕,매운돼지갈비찜,충무김밥,우동,오징어초무침,810.0,597.0,1407.0
2295,2836,239,301,1,4,2019,3,201903,밥,알탕,미니함박조림,밥,쇠고기샤브국,깐풍기,481.0,402.0,883.0
1888,2822,126,197,611,0,2019,4,201904,밥,황태국,소고기숙주볶음,밥,감자국,새송이너비아니구이,1029.0,577.0,1606.0
1988,2822,67,253,514,1,2019,4,201904,밥,연두부탕,오징어볶음,목살필라프,꼬지어묵국,탕수육,855.0,491.0,1346.0
2480,2822,59,283,0,2,2019,4,201904,들깨시래기국,순대볶음,쫄면,밥,부대찌개,돈육장조림,790.0,411.0,1201.0
2045,2822,60,288,429,3,2019,4,201904,밥,돈육김치찌개,안동찜닭,밥,뼈감자탕,부추무침,745.0,462.0,1207.0
2333,2822,185,303,1,4,2019,4,201904,밥,조랭이떡미역국,짬뽕불고기,밥,청국장찌개,류산슬,575.0,436.0,1011.0
